0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1.3486893199423973e-07,-1.348689319942307e-07,9.316785995124298e-09,-2.9494439784225062e-09,2.9494439784168657e-09,-9.316785995126554e-09,9.316785995126554e-09,-2.9494439784247628e-09,2.9494439784191222e-09,-9.316785995126554e-09,1.3486893199423748e-07,-1.3486893199423296e-07,-9.316785995119786e-09,-9.316785995119786e-09,-1.3486893199423862e-07,2.9494439784191222e-09,2.9494439784168657e-09,-1.3486893199423748e-07,1.3486893199423523e-07,-2.9494439784225062e-09,-2.9494439784225062e-09,1.3486893199423973e-07,9.316785995124298e-09,9.316785995124298e-09
1.1725342908808872e-08,1.1725342908808872e-08,1.4286261951272937e-07,5.925596153378137e-08,5.925596153378137e-08,1.4286261951273164e-07,1.428626195127339e-07,5.925596153378137e-08,5.925596153377686e-08,1.4286261951272937e-07,1.1725342908808872e-08,1.1725342908811127e-08,2.1633565740708535e-08,-2.1633565740701765e-08,2.3124841324249347e-08,9.854428699247584e-08,-9.854428699247697e-08,-2.3124841324251603e-08,-2.3124841324251603e-08,-9.854428699247923e-08,9.854428699247697e-08,2.3124841324249347e-08,-2.163356574070628e-08,2.1633565740701765e-08
2.3124841324251603e-08,-2.312484132424709e-08,2.1633565740704022e-08,9.854428699247584e-08,-9.854428699247697e-08,-2.1633565740704022e-08,-2.1633565740701765e-08,-9.854428699247697e-08,9.854428699247472e-08,2.1633565740701765e-08,-2.3124841324249347e-08,2.312484132425386e-08,1.4286261951273614e-07,1.4286261951274067e-07,1.1725342908806616e-08,5.925596153378137e-08,5.925596153378137e-08,1.1725342908808872e-08,1.1725342908806616e-08,5.925596153378137e-08,5.925596153378137e-08,1.1725342908806616e-08,1.4286261951273614e-07,1.4286261951273164e-07
2.5515299886312274e-08,2.5515299886319043e-08,-1.081996167786331e-07,-2.5900218589313e-08,-2.5900218589317512e-08,-1.081996167786331e-07,-1.0819961677863085e-07,-2.5900218589315256e-08,-2.5900218589317512e-08,-1.0819961677863762e-07,2.551529988631453e-08,2.551529988631453e-08,6.471704628097427e-08,-6.471704628096524e-08,-2.136722305508109e-08,9.889922528844597e-08,-9.889922528844822e-08,2.1367223055078834e-08,2.1367223055078834e-08,-9.889922528844597e-08,9.889922528844483e-08,-2.136722305508109e-08,-6.471704628096975e-08,6.471704628096975e-08
2.1367223055078834e-08,-2.1367223055076577e-08,-6.471704628097314e-08,-9.88992252884437e-08,9.889922528844258e-08,6.471704628096975e-08,6.471704628097202e-08,9.88992252884437e-08,-9.889922528844822e-08,-6.471704628097427e-08,-2.136722305507432e-08,2.1367223055085604e-08,1.0819961677863988e-07,1.0819961677863762e-07,-2.5515299886316787e-08,2.5900218589314127e-08,2.590021858931187e-08,-2.5515299886316787e-08,-2.5515299886313402e-08,2.5900218589313e-08,2.5900218589315256e-08,-2.5515299886316787e-08,1.0819961677863537e-07,1.0819961677863537e-07
6.78728917734452e-08,6.787289177344408e-08,1.830274332541717e-08,2.5924300971757577e-08,2.5924300971753064e-08,1.8302743325414914e-08,1.8302743325414914e-08,2.5924300971753064e-08,2.5924300971753064e-08,1.830274332541717e-08,6.78728917734452e-08,6.78728917734452e-08,1.5959852196107842e-07,-1.5959852196107167e-07,7.352251887586373e-08,-2.403367570204013e-09,2.403367570204013e-09,-7.352251887586824e-08,-7.35225188758671e-08,2.403367570204013e-09,-2.403367570204013e-09,7.352251887586146e-08,-1.5959852196107392e-07,1.5959852196107167e-07
7.352251887586598e-08,-7.352251887586146e-08,1.5959852196107167e-07,-2.403367570204013e-09,2.4033675702017567e-09,-1.5959852196107279e-07,-1.5959852196107167e-07,2.4033675702017567e-09,-2.403367570208525e-09,1.5959852196107167e-07,-7.352251887586034e-08,7.352251887586824e-08,1.8302743325423937e-08,1.8302743325419423e-08,6.787289177344069e-08,2.592430097175532e-08,2.5924300971750807e-08,6.787289177344069e-08,6.787289177344069e-08,2.5924300971750807e-08,2.592430097175532e-08,6.787289177344294e-08,1.8302743325419423e-08,1.830274332541717e-08
-2.3717482080461444e-08,-2.371748208045693e-08,2.3698586540303212e-08,-5.3765829380007673e-11,-5.376582938452009e-11,2.3698586540303212e-08,2.369858654030547e-08,-5.376582938226388e-11,-5.37658293867763e-11,2.3698586540303212e-08,-2.3717482080459188e-08,-2.3717482080459188e-08,1.1643643914534487e-07,-1.1643643914534261e-07,1.1821720756915209e-07,-2.7998081524271447e-09,2.7998081524248885e-09,-1.182172075691566e-07,-1.1821720756915548e-07,2.7998081524271447e-09,-2.7998081524271447e-09,1.1821720756915209e-07,-1.1643643914534487e-07,1.1643643914534036e-07
-1.1821720756914984e-07,1.1821720756915885e-07,-1.1643643914534487e-07,2.799808152429401e-09,-2.7998081524271447e-09,1.1643643914534036e-07,1.1643643914534487e-07,-2.799808152430529e-09,2.7998081524248885e-09,-1.1643643914534149e-07,1.1821720756915885e-07,-1.1821720756915209e-07,-2.3698586540300956e-08,-2.3698586540300956e-08,2.371748208045693e-08,5.3765829380007673e-11,5.376582938226388e-11,2.3717482080459188e-08,2.3717482080461444e-08,5.376582937775147e-11,5.376582938226388e-11,2.3717482080461444e-08,-2.3698586540300956e-08,-2.3698586540303212e-08
-3.845690900659558e-08,3.845690900660009e-08,-1.578672242047831e-07,2.887372267930655e-08,-2.887372267930542e-08,1.5786722420477631e-07,-1.578672242047786e-07,2.8873722679302036e-08,-2.8873722679307677e-08,1.578672242047786e-07,-3.845690900659107e-08,3.8456909006597836e-08,-1.5786722420477631e-07,-1.5786722420477182e-07,-3.8456909006597836e-08,2.8873722679307677e-08,2.8873722679304292e-08,-3.8456909006597836e-08,3.845690900659332e-08,-2.8873722679309933e-08,-2.887372267930542e-08,3.845690900659332e-08,1.578672242047831e-07,1.578672242047786e-07
-2.5291905346152205e-08,2.5291905346156718e-08,1.8240389619341613e-07,-6.69692275763193e-08,6.69692275763193e-08,-1.8240389619341951e-07,1.8240389619341838e-07,-6.696922757632495e-08,6.696922757631705e-08,-1.8240389619342063e-07,-2.529190534614995e-08,2.5291905346156718e-08,-1.82403896193415e-07,-1.82403896193415e-07,2.529190534614995e-08,6.696922757632381e-08,6.69692275763193e-08,2.5291905346152205e-08,-2.5291905346154462e-08,-6.696922757632381e-08,-6.696922757632156e-08,-2.5291905346154462e-08,1.8240389619342063e-07,1.8240389619341613e-07
-3.740014733881992e-08,-3.740014733881992e-08,-7.332109340560362e-08,-2.7283989725298756e-08,-2.7283989725298756e-08,-7.332109340560475e-08,7.33210934056025e-08,2.7283989725294243e-08,2.7283989725291987e-08,7.332109340560024e-08,3.7400147338826686e-08,3.740014733882894e-08,-7.332109340559799e-08,7.332109340560475e-08,-3.740014733882443e-08,-2.7283989725298756e-08,2.72839897252965e-08,3.740014733882217e-08,-3.740014733882443e-08,-2.7283989725301013e-08,2.72839897252965e-08,3.740014733882217e-08,-7.332109340560362e-08,7.33210934056025e-08
4.463581430117675e-09,-4.463581430117675e-09,-1.0767832956935737e-07,3.5906590219895405e-08,-3.5906590219895405e-08,1.0767832956935286e-07,-1.0767832956935511e-07,3.590659021989089e-08,-3.590659021989992e-08,1.076783295693506e-07,4.463581430122187e-09,-4.463581430117675e-09,-1.076783295693506e-07,-1.0767832956935173e-07,4.463581430117675e-09,3.590659021989315e-08,3.590659021989315e-08,4.463581430119931e-09,-4.463581430122187e-09,-3.590659021989766e-08,-3.5906590219895405e-08,-4.463581430119931e-09,1.0767832956935511e-07,1.0767832956935286e-07
-4.242725985554279e-08,-4.24272598555394e-08,9.316546534455428e-08,5.791727203304049e-08,5.79172720330371e-08,9.316546534455203e-08,-9.316546534455203e-08,-5.7917272033042744e-08,-5.7917272033042744e-08,-9.316546534455428e-08,4.242725985554166e-08,4.2427259855543914e-08,-9.316546534455428e-08,9.316546534455655e-08,4.242725985554053e-08,-5.791727203304049e-08,5.79172720330371e-08,-4.2427259855545046e-08,4.24272598555394e-08,-5.7917272033042744e-08,5.791727203303823e-08,-4.2427259855543914e-08,-9.316546534455428e-08,9.316546534454977e-08
-4.308016556048798e-08,4.308016556049248e-08,-1.0065602127317967e-08,1.233219322540554e-08,-1.2332193225408923e-08,1.0065602127313455e-08,-1.0065602127313455e-08,1.2332193225408923e-08,-1.233219322541118e-08,1.0065602127313455e-08,-4.308016556048572e-08,4.308016556049248e-08,1.0065602127320223e-08,1.0065602127320223e-08,4.308016556048572e-08,-1.2332193225408923e-08,-1.2332193225408923e-08,4.308016556048798e-08,-4.3080165560490233e-08,1.2332193225408923e-08,1.233219322541118e-08,-4.3080165560490233e-08,-1.0065602127315712e-08,-1.0065602127315712e-08
-8.006205221131485e-08,-8.006205221131259e-08,-1.33244847863339e-07,-9.974571700618611e-09,-9.974571700620868e-09,-1.3324484786334124e-07,1.3324484786334124e-07,9.974571700618611e-09,9.974571700615226e-09,1.3324484786333674e-07,8.00620522113171e-08,8.00620522113171e-08,-1.332448478633356e-07,1.3324484786334352e-07,-8.00620522113171e-08,-9.974571700618611e-09,9.974571700617483e-09,8.006205221131485e-08,-8.006205221131485e-08,-9.974571700620868e-09,9.97457170061974e-09,8.006205221131259e-08,-1.33244847863339e-07,1.3324484786333674e-07
9.055069119237069e-08,-9.055069119236618e-08,4.3685194076073676e-08,-1.4343132129527457e-09,1.4343132129550018e-09,-4.3685194076080446e-08,4.3685194076080446e-08,-1.4343132129572582e-09,1.4343132129527457e-09,-4.368519407607819e-08,9.055069119237295e-08,-9.05506911923628e-08,4.36851940760827e-08,4.36851940760827e-08,9.055069119236844e-08,-1.4343132129550018e-09,-1.4343132129572582e-09,9.055069119236618e-08,-9.055069119237183e-08,1.4343132129550018e-09,1.4343132129550018e-09,-9.055069119237295e-08,-4.368519407607593e-08,-4.368519407607593e-08
4.4071345714724514e-08,4.407134571472903e-08,8.832830258583524e-08,-1.3832881684045773e-09,-1.3832881684034492e-09,8.832830258583524e-08,-8.83283025858375e-08,1.3832881683989367e-09,1.3832881684011928e-09,-8.832830258583863e-08,-4.407134571472e-08,-4.407134571472e-08,-8.832830258583524e-08,8.832830258583976e-08,-4.4071345714724514e-08,1.3832881684057053e-09,-1.3832881684034492e-09,4.407134571472226e-08,-4.4071345714724514e-08,1.3832881683989367e-09,-1.3832881684000648e-09,4.4071345714724514e-08,-8.832830258583637e-08,8.832830258583524e-08
7.357586091208609e-08,-7.357586091208158e-08,6.97427564400377e-08,-6.411303117287235e-08,6.41130311728746e-08,-6.974275644004109e-08,-6.974275644003995e-08,6.411303117287235e-08,-6.41130311728746e-08,6.97427564400377e-08,-7.357586091208044e-08,7.357586091208609e-08,2.6216016084248386e-07,2.621601608424816e-07,3.0951905786217534e-08,-6.047944464631235e-08,-6.047944464631235e-08,3.0951905786217534e-08,3.0951905786217534e-08,-6.047944464631235e-08,-6.047944464630784e-08,3.0951905786217534e-08,2.621601608424793e-07,2.621601608424771e-07
3.095190578622205e-08,3.095190578622205e-08,2.621601608424793e-07,-6.047944464631009e-08,-6.047944464631572e-08,2.621601608424748e-07,2.621601608424793e-07,-6.047944464631235e-08,-6.047944464631686e-08,2.621601608424771e-07,3.095190578621979e-08,3.0951905786224304e-08,6.974275644004446e-08,-6.97427564400377e-08,7.357586091208158e-08,-6.411303117287235e-08,6.411303117287009e-08,-7.357586091208609e-08,-7.357586091208609e-08,6.411303117287235e-08,-6.411303117287235e-08,7.357586091208158e-08,-6.974275644003995e-08,6.974275644004221e-08
1.4457354854754098e-08,-1.4457354854749585e-08,-1.5137989615667776e-07,6.504400843337386e-08,-6.504400843337611e-08,1.5137989615667438e-07,1.5137989615667663e-07,-6.504400843337837e-08,6.504400843337386e-08,-1.513798961566755e-07,-1.4457354854751841e-08,1.4457354854754098e-08,1.8230424612612623e-07,1.8230424612612623e-07,-5.6758762353594634e-08,-3.5817107753899564e-08,-3.5817107753899564e-08,-5.6758762353596884e-08,-5.6758762353594634e-08,-3.581710775390182e-08,-3.5817107753896176e-08,-5.675876235359238e-08,1.8230424612612623e-07,1.8230424612611948e-07
5.675876235359238e-08,5.6758762353594634e-08,-1.8230424612612398e-07,3.581710775390069e-08,3.581710775389392e-08,-1.8230424612612512e-07,-1.8230424612612287e-07,3.5817107753896176e-08,3.581710775389392e-08,-1.8230424612612737e-07,5.675876235359914e-08,5.675876235359238e-08,1.5137989615667888e-07,-1.5137989615667438e-07,-1.4457354854756355e-08,-6.50440084333716e-08,6.50440084333716e-08,1.4457354854754098e-08,1.4457354854754098e-08,6.504400843337386e-08,-6.504400843337386e-08,-1.4457354854758611e-08,-1.513798961566755e-07,1.5137989615667663e-07
